companyNumber,recordType,companyStatus,numberOfOfficers,companyNameLenght,companyName
NI631663,1, ,0002,0027,PARKER G INTERIORS LIMITED<
NI631664,1, ,0002,0039,ENARGIA MANAGEMENT CONSULTANTS LIMITED<
NI631665,1, ,0002,0025,GRAFFITI RECRUITMENT LTD<
NI631666,1, ,0001,0013,VAPE 4 U LTD<
NI631667,1, ,0001,0015,NI DIGITAL LTD<
NI631668,1, ,0001,0022,AHK RECYCLING LIMITED<
NI631669,1, ,0002,0034,LOGAN'S LOANEN MANAGEMENT LIMITED<
NI631670,1, ,0001,0029,DJ ELECTRO INSTALLATIONS LTD<
NI631671,1, ,0001,0035,ACCESS INDUSTRIAL SERVICES LIMITED<
NI631672,1, ,0002,0023,DONARD RECRUITMENT LTD<
NI631673,1, ,0002,0019,NUGENT POULTRY LTD<
NI631674,1, ,0001,0016,DWELLSY LIMITED<
NI631675,1, ,0002,0023,ICONS FESTIVAL LIMITED<
NI631676,1, ,0001,0028,RACEVIEW EQUESTRIAN LIMITED<
NI631677,1, ,0003,0037,ESB SOLAR (NORTHERN IRELAND) LIMITED<
NI631678,1, ,0001,0023,ADAM ANNETT & SON LTD.<
NI631679,1, ,0001,0021,SD-DIRECTMED LIMITED<
NI631680,1, ,0001,0015,A BURNSIDE LTD<
NI631681,1, ,0001,0023,MCCANN PR CHAMBERS LTD<
NI631682,1, ,0001,0023,HINCH DEVELOPMENTS LTD<
NI631683,1, ,0001,0019,PMC MOTORS LIMITED<
NI631684,1, ,0002,0009,DDNA LTD<
NI631685,1, ,0003,0020,BJE CAPITAL LIMITED<
NI631686,1, ,0001,0032,GMS INTELLIGENT SYSTEMS LIMITED<
NI631687,1, ,0001,0025,THINKPOD STUDIOS LIMITED<
NI631688,1, ,0001,0024,HACKMORE RESTAURANT LTD<
NI631689,1, ,0005,0033,ASSET BACKED INVESTMENTS LIMITED<
NI631690,1, ,0001,0017,JENNA'S FOOD LTD<
NI631691,1, ,0001,0028,J'S RETAIL SERVICES LIMITED<
NI631692,1, ,0001,0024,MANOR HOUSE TRADING LTD<
NI631693,1, ,0002,0026,BENNETT ESTATE AGENTS LTD<
NI631694,1, ,0001,0028,CLEANWORKS SERVICES LIMITED<
NI631695,1, ,0002,0027,FMC-ULTRATECH (UK) LIMITED<
NI631696,1, ,0001,0021,LACM ASSOCIATES LTD.<
NI631697,1, ,0001,0022,MAC-INTERIORS LIMITED<
NI631698,1, ,0001,0017,SAI PROGRAMS LTD<
NI631699,1, ,0001,0025,LEAT CONSULTANCY LIMITED<
NI631700,1, ,0002,0024,ADVANCED ROOFLINENI LTD<
NI631701,1, ,0002,0027,STONEYFORD TRUCK PARTS LTD<
NI631702,1, ,0003,0023,NEMRAC HAULAGE LIMITED<
NI631703,1, ,0001,0018,MAC NEWRY LIMITED<
NI631704,1, ,0002,0023,NIGHTLIFE SECURITY LTD<
NI631705,1, ,0001,0030,ACORN MICROWAVE SOLUTIONS LTD<
NI631706,1, ,0001,0021,P.P.AVIONICS LIMITED<
NI631707,1, ,0002,0019,FREE TV NI LIMITED<
NI631708,1, ,0002,0022,MULLAWHINNEY FARM LTD<
NI631709,1, ,0001,0022,IPHIX BELFAST LIMITED<
NI631710,1, ,0002,0028,CASTLE ARCHDALE ESTATES LTD<
NI631711,1, ,0001,0016,ERSHA FRAME LTD<
NI631712,1, ,0001,0023,IPHIX FRANCISE LIMITED<
NI631713,1, ,0001,0029,GULLION CONSTRUCTION LIMITED<
NI631714,1, ,0004,0034,THE VILLAGE BAKERY MARKETHILL LTD<
NI631715,1, ,0001,0018,ACQUILINA LIMITED<
NI631716,1, ,0001,0024,CMG ENERGY SERVICES LTD<
NI631717,1, ,0001,0017,RLJ CATERING LTD<
NI631718,1, ,0001,0019,E. S. H. SCOTT LTD<
NI631719,1, ,0004,0034,THE ENERGY DESK (IRELAND) LIMITED<
NI631720,1, ,0004,0033,COMMUNITY RESCUE SERVICE LIMITED<
NI631721,1, ,0002,0041,RECTORY GREEN BROUGHSHANE MANAGEMENT LTD<
NI631722,1, ,0002,0033,JUBILEE HALL LAND MANAGEMENT LTD<
NI631723,1, ,0001,0022,MC KENNA CARS LIMITED<
NI631724,1, ,0002,0028,MCCAULEY ASSOCIATES LIMITED<
NI631725,1, ,0001,0015,SD FREIGHT LTD<
NI631726,1, ,0002,0017,MASTERSELLER LTD<
NI631727,1, ,0001,0016,TANK SUPPLY LTD<
NI631728,1, ,0004,0019,CRAIGYROCK LIMITED<
NI631729,1, ,0002,0021,ROMAC PROPERTIES LTD<
NI631730,1, ,0002,0033,EOGHAN RUA IRELAND NO223 LIMITED<
NI631731,1, ,0001,0025,PORTIA INTERIORS LIMITED<
NI631732,1, ,0003,0028,BONUMCORPUS (NO. 5) LIMITED<
NI631733,1, ,0007,0028,LEGACY ENTERPRISESNI C.I.C.<
NI631734,1, ,0003,0033,ROSS'S AUCTIONEERS & VALUERS LTD<
NI631735,1, ,0001,0022,BRIDGE END RETAIL LTD<
NI631736,1, ,0001,0024,OS INDUSTRIAL DOORS LTD<
NI631737,1, ,0002,0021,MCDOWELLS BAKERY LTD<
NI631738,1, ,0004,0038,VIRIDIAN RENEWABLES COMPANY 2 LIMITED<
NI631739,1, ,0001,0016,NTH HAULAGE LTD<
NI631740,1, ,0002,0019,JJX CONSULTING LTD<
NI631741,1, ,0004,0023,D GALLAGHER & SONS LTD<
NI631742,1, ,0001,0017,URG SOLO LIMITED<
NI631743,1, ,0001,0032,STRATEGIC QUALITY SOLUTIONS LTD<
NI631744,1, ,0001,0018,VAPEMEISTERUK LTD<
NI631745,1, ,0001,0022,FERIDA AESTHETICS LTD<
NI631746,1, ,0001,0011,ALIPPA LTD<
NI631747,1, ,0001,0038,SUSTAINABLE HOUSING SOLUTIONS LIMITED<
NI631748,1, ,0001,0032,A1CLEANINGSPECIALISTSNI LIMITED<
NI631749,1, ,0001,0034,TTY CONSTRUCTION SERVICES LIMITED<
NI631750,1, ,0002,0030,FRAZER - HOOKS ASSOCIATES LTD<
NI631751,1, ,0002,0016,LEO MCG AIR LTD<
NI631752,1, ,0001,0024,NL RIGGING SERVICES LTD<
NI631753,1, ,0001,0020,AR GRAPHICS LIMITED<
NI631754,1, ,0003,0028,EMERALD LEISURE(NI) LIMITED<
NI631755,1, ,0001,0027,SPORTING ANALYTICS LIMITED<
NI631756,1, ,0001,0012,PAT MCK LTD<
NI631757,1, ,0001,0022,WM PROMOTIONS LIMITED<
NI631758,1, ,0001,0008,TGB LTD<
NI631759,1, ,0001,0041,CROSS CONCRETE FLOORING PRODUCTS LIMITED<
NI631760,1, ,0001,0026,ORCHARD GREEN TAX LIMITED<
NI631761,1, ,0001,0019,STRATEGIUS LIMITED<
NI631762,1, ,0004,0027,LACUNA DUBLIN ROAD LIMITED<
NI631763,1, ,0001,0017,CASTLE TAXIS LTD<
NI631764,1, ,0003,0020,BITZ 4 WORK LIMITED<
NI631765,1, ,0001,0028,MCC MECHANICAL SERVICES LTD<
NI631766,1, ,0001,0015,EZISOUL UK LTD<
NI631767,1, ,0004,0024,RSM ISLE OF MAN LIMITED<
NI631768,1, ,0001,0027,ELM AVENUE COMPANY LIMITED<
NI631769,1, ,0001,0026,ELM MANOR COMPANY LIMITED<
NI631770,1, ,0002,0018,RASCHANDRASCH LTD<
NI631771,1, ,0001,0028,ELM VILLAGE COMPANY LIMITED<
NI631772,1, ,0001,0022,PRACTICALDATA LIMITED<
NI631773,1, ,0004,0025,NORTH COAST WIND LIMITED<
NI631774,1, ,0001,0028,ELM MEADOWS COMPANY LIMITED<
NI631775,1, ,0001,0021,OHATIA SOLUTIONS LTD<
NI631776,1, ,0001,0032,PETER MCNEIL PLASTERING LIMITED<
NI631777,1, ,0001,0027,THE INSIDE PARTNERSHIP LTD<
NI631778,1, ,0002,0026,FLEET PLACE MEDIA LIMITED<
NI631779,1, ,0001,0012,WIA LIMITED<
NI631780,1, ,0002,0053,LEONE INTERNATIONAL INVESTMENT & DEVELOPMENT LIMITED<
NI631781,1, ,0002,0015,BUBBLELOOT LTD<
NI631782,1, ,0001,0030,RIGHT BLEND JUICE COMPANY LTD<
NI631783,1, ,0001,0026,AURELIUS ADVISORY LIMITED<
NI631784,1, ,0002,0013,MAGNALUX LTD<
NI631785,1, ,0001,0028,AJ TRETHOWAN CONSULTING LTD<
NI631786,1, ,0001,0021,PRINT-IT (MOIRA) LTD<
NI631787,1, ,0001,0026,COPELANDS HOSPITALITY LTD<
NI631788,1, ,0001,0021,APD DEVELOPMENTS LTD<
NI631789,1, ,0001,0018,MAINE FABRICATION<
NI631790,1, ,0001,0028,GREENWORKS SERVICES LIMITED<
NI631791,1, ,0001,0030,CRABTREE HOSPITALITY INNS LTD<
NI631792,1, ,0003,0024,CR ANAESTHETICS LIMITED<
NI631793,1, ,0001,0031,NAVIGATE LEGAL FUTURES LIMITED<
NI631794,1, ,0001,0018,RD PARTITIONS LTD<
NI631795,1, ,0001,0011,TAKMAR LTD<
NI631796,1, ,0001,0025,YELLOWHILL GROUP LIMITED<
NI631797,1, ,0001,0036,JOHN ROSS AUCTIONEERS & VALUERS LTD<
NI631798,1, ,0002,0019,FRUGAL DIGITAL LTD<
NI631799,1, ,0002,0014,MOVE MADE LTD<
NI631800,1, ,0001,0022,GAME SKINNERS LIMITED<
NI631801,1, ,0003,0036,WILLOWBANK PROPERTY TRADING LIMITED<
NI631802,1, ,0003,0012,SHIP4ME LTD<
NI631803,1, ,0002,0017,UISCE TRAVEL LTD<
NI631804,1, ,0002,0019,BURN HYDRO LIMITED<
NI631805,1, ,0002,0017,MOYRIN FARMS LTD<
NI631806,1, ,0001,0019,GARDINER FUELS LTD<
NI631807,1, ,0001,0018,DRUMMOND REID LTD<
NI631808,1, ,0001,0027,MCMANUS POWERTRAIN LIMITED<
NI631809,1, ,0002,0017,CHILL EVENTS LTD<
NI631810,1,D,0001,0017,CRSL TRADING LTD<
NI631811,1, ,0001,0019,PRR ASSOCIATES LTD<
NI631812,1, ,0002,0033,PEACOCK ASSET MANAGEMENT LIMITED<
NI631813,1, ,0002,0043,AFTERTHOUGHTS COUNSELLING AND TRAINING LTD<
NI631814,1, ,0001,0032,INDEPENDENT MEDIA SALES LIMITED<
NI631815,1, ,0001,0030,FIRE & SECURITY WORKS LIMITED<
NI631816,1, ,0001,0021,CSP SECURITY LIMITED<
NI631817,1, ,0001,0023,MAXSTAR PROPERTIES LTD<
NI631818,1, ,0002,0012,GORTREA LTD<
NI631819,1, ,0001,0017,COMPLETESOFT LTD<
NI631820,1, ,0002,0028,STELOR DISTRIBUTION LIMITED<
NI631821,1, ,0002,0026,HUFF DEVELOPMENTS LIMITED<
NI631822,1, ,0002,0048,CONTROLS AUTOMATION ELECTRICAL SERVICES LIMITED<
NI631823,1, ,0002,0025,RED EYES PRODUCTIONS LTD<
NI631824,1, ,0001,0024,JYOTI SERVICES (NI) LTD<
NI631825,1, ,0005,0024,THE SECRET DOOR LISBURN<
NI631826,1, ,0001,0028,ELM HEIGHTS COMPANY LIMITED<
NI631827,1, ,0001,0014,TRAINEDTO LTD<
NI631828,1, ,0001,0031,E BURNS COMMUNICATIONS LIMITED<
NI631829,1, ,0001,0027,SCANCIA ENERGY ONE LIMITED<
NI631830,1, ,0002,0039,MODERN STYLE FASHION - UK & EUROPE LTD<
NI631831,1, ,0001,0021,LECALE AUTOS LIMITED<
NI631832,1, ,0002,0021,KILDRUM BUILDERS LTD<
NI631833,1, ,0003,0024,M3 DEVELOPMENTS LIMITED<
NI631834,1, ,0001,0027,GEODALE CONSULTING LIMITED<
NI631835,1, ,0002,0024,PICTON AQUATICS LIMITED<
NI631836,1, ,0002,0026,HARCON ELECTRICAL LIMITED<
NI631837,1, ,0001,0033,MEM CONSULTANCY SERVICES LIMITED<
NI631838,1, ,0004,0023,JUST MIST E-LIQUID LTD<
NI631839,1, ,0005,0038,NEWRY MOURNE AND DOWN CITIZENS ADVICE<
NI631840,1, ,0003,0016,GT EXHAUSTS LTD<
NI631841,1, ,0001,0035,SOUTHERN BUILDING SERVICES LIMITED<
NI631842,1, ,0001,0017,COOL FUEL NI LTD<
NI631843,1, ,0002,0035,COULTER HOLDINGS PORTADOWN LIMITED<
NI631844,1, ,0001,0028,WILDWOOD LOG CABINS LIMITED<
NI631845,1, ,0003,0036,HANDLEY MECHANICAL SERVICES LIMITED<
NI631846,1, ,0003,0042,JOSEPH HUGHES BUILDING CONTRACTOR LIMITED<
NI631847,1, ,0002,0028,MCLAUGHLIN MARQUEES LIMITED<
NI631848,1, ,0002,0021,ENGAGE PHOTO LIMITED<
NI631849,1, ,0001,0024,MC CUSKER CONTRACTS LTD<
NI631850,1, ,0001,0026,LEADING MAN FILMS LIMITED<
NI631851,1, ,0001,0017,JS BARRY LIMITED<
NI631852,1, ,0001,0041,ENVIROCLEAN CLEANING SPECIALISTS LIMITED<
NI631853,1, ,0001,0016,GIRAFFE INC LTD<
NI631854,1,D,0001,0013,FITZTECH LTD<
NI631855,1, ,0002,0031,MID ULSTER LANDSCAPING LIMITED<
NI631856,1, ,0001,0033,DONNAS FLOWERBOX & GIFTS LIMITED<
NI631857,1, ,0003,0044,HARBERTON ESTATE MANAGEMENT COMPANY LIMITED<
NI631858,1, ,0001,0019,ONE BLANK WALL LTD<
NI631859,1, ,0002,0022,29 EVENT CATERING LTD<
NI631860,1, ,0002,0014,PG (N.I.) LTD<
NI631861,1, ,0001,0015,ZEIGEN LIMITED<
NI631862,1, ,0001,0029,D MCALEESE CONTRACTS LIMITED<
NI631863,1, ,0001,0016,WYNDSUR LIMITED<
NI631864,1, ,0002,0024,MILLVIEW ENERGY LIMITED<
NI631865,1, ,0001,0023,WOODHILL CONTRACTS LTD<
NI631866,1, ,0002,0023,G & P HOLDINGS LIMITED<
NI631867,1, ,0001,0020,WESTSTAR GAMING LTD<
NI631868,1, ,0002,0026,EURO RENEWABLE ENERGY LTD<
NI631869,1, ,0002,0019,REFORM FITNESS LTD<
NI631870,1, ,0001,0028,TEMPLE CHRISTIAN FELLOWSHIP<
NI631871,1, ,0001,0019,MOURNE FITNESS LTD<
NI631872,1, ,0001,0022,JPW MARKETING LIMITED<
NI631873,1, ,0001,0015,TOLAN BROS LTD<
NI631874,1, ,0001,0034,FOOTFALLS WALKING HOLIDAYS UK LTD<
NI631875,1, ,0001,0016,FW SERVICES LTD<
NI631876,1, ,0002,0029,CRUCKACLADY MOUNTAIN LIMITED<
NI631877,1, ,0002,0034,GLENVILLA ULTIMATE DRYERS LIMITED<
NI631878,1, ,0001,0034,THE PANTRY CAFE + KITCHEN LIMITED<
NI631879,1, ,0001,0021,MACSOUND BELFAST LTD<
NI631880,1, ,0001,0032,SHANDUN INDUSTRIAL SERVICES LTD<
NI631881,1, ,0001,0020,EQUINOX SYSTEMS LTD<
NI631882,1, ,0001,0016,MC FITNESS LTD.<
NI631883,1, ,0002,0017,HUNTER A LIMITED<
NI631884,1, ,0002,0027,CORE RESPITE SERVICES LTD.<
NI631885,1, ,0001,0018,HAUNTED MEDIA LTD<
NI631886,1, ,0001,0029,FITZSIMONS WINDPOWER LIMITED<
NI631887,1, ,0001,0026,AGRIMAC TRANSPORT LIMITED<
NI631888,1, ,0002,0016,DANROSE LIMITED<
NI631889,1, ,0001,0028,RAFFERTY HAULAGE NI LIMITED<
NI631890,1, ,0002,0015,ALOGRAPHY LTD.<
NI631891,1, ,0003,0020,R & J COWAN LIMITED<
NI631892,1, ,0001,0033,O'CONNOR TRANSPORT DERRY LIMITED<
NI631893,1, ,0002,0013,USPM LIMITED<
NI631894,1, ,0001,0018,LR SOCIAL LIMITED<
NI631895,1, ,0002,0017,MASTER LOBBY LTD<
NI631896,1, ,0002,0025,LOUGHRAN MCNALLY LIMITED<
NI631897,1, ,0008,0028,ST COLMANS AFTERSCHOOL CLUB<
NI631898,1, ,0007,0036,O'REILLY STEWART SOLICITORS LIMITED<
NI631899,1, ,0000,0025,SUGAR SWEET CLOTHING LTD<
NI631900,1, ,0002,0027,PP PROPERTY MANAGEMENT LTD<
NI631901,1, ,0001,0025,CREEVY FIRE RISK LIMITED<
NI631902,1, ,0002,0022,SCIENCE FOR SKIN LTD.<
NI631903,1, ,0002,0017,URTIME2SHINE LTD<
NI631904,1, ,0003,0020,DARMA GROUP LIMITED<
NI631905,1, ,0001,0027,IPHIX PHONES WHOLESALE LTD<
NI631906,1, ,0001,0023,BERNIE MCNALLY LIMITED<
NI631907,1, ,0001,0026,WARDEN PROPERTIES LIMITED<
NI631908,1, ,0001,0044,TIR NA NOG HAIR AND BEAUTY PRODUCTS LIMITED<
NI631909,1, ,0001,0011,G&J 77 LTD<
NI631910,1, ,0002,0024,PHYSICAL ARTS-NI C.I.C.<
NI631911,1, ,0001,0026,SHANE WOODS TRANSPORT LTD<
NI631912,1, ,0001,0017,SCW SERVICES LTD<
NI631913,1, ,0001,0014,RICKYMACS LTD<
NI631914,1, ,0002,0026,METRO STRANMILLIS LIMITED<
NI631915,1, ,0001,0025,GRAPHICAL NATURE LIMITED<
NI631916,1, ,0002,0016,MÍLE FÁILTE CI
NI631917,1, ,0002,0039,HARRIS HALL MANAGEMENT COMPANY LIMITED<
NI631918,1, ,0002,0014,MJM PEARL LTD<
NI631919,1, ,0001,0036,THURLOW GATE MANAGEMENT COMPANY LTD<
NI631920,1, ,0002,0026,SHARON YARR MARKETING LTD<
NI631921,1, ,0002,0018,ROSEPARK FARM LTD<
NI631922,1, ,0002,0017,SINGH MASALA LTD<
NI631923,1, ,0003,0026,PMC TRAINING SERVICES LTD<
NI631924,1, ,0005,0018,THE HUB WELLBEING<
NI631925,1, ,0001,0032,RAPID ACCESS MEDICAL LOCUMS LTD<
NI631926,1, ,0001,0027,DR. SHI'S HOLISTIC LIMITED<
NI631927,1, ,0001,0033,EM BUILDING & GROUNDWORK LIMITED<
NI631928,1, ,0002,0019,HAM-CON (N.I.) LTD<
NI631929,1, ,0001,0015,CPS (N.I.) LTD<
NI631930,1, ,0001,0016,REP CONSULT LTD<
NI631931,1, ,0002,0032,SIMPLY DELICIOUS BAKING LIMITED<
NI631932,1, ,0001,0023,CULTRA ESTATES LIMITED<
NI631933,1, ,0004,0024,LAVA MONITORING LIMITED<
NI631934,1, ,0001,0022,FITS AND FLATTERS LTD<
NI631935,1, ,0001,0033,WILLOW WEALTH MANAGEMENT LIMITED<
NI631936,1, ,0001,0019,CONCHOBHAR LIMITED<
NI631937,1, ,0004,0024,LEUKAEMIA & LYMPHOMA NI<
NI631938,1, ,0001,0058,KNIGHTS TEMPLAR INTERNATIONAL NOVUS ORDO MILITIAE LIMITED<
NI631939,1, ,0002,0028,BONUMCORPUS (NO. 6) LIMITED<
NI631940,1, ,0001,0021,CLEARLY KIDS LIMITED<
NI631941,1, ,0001,0026,MCLAUGHLIN AND CO LIMITED<
NI631942,1, ,0001,0017,SHASNAIN LIMITED<
NI631943,1, ,0001,0014,FLEXINANI LTD<
NI631944,1, ,0002,0009,BLDR LTD<
NI631945,1, ,0002,0019,SMM SAINTFIELD LTD<
NI631946,1, ,0001,0021,CKZ GREEN ENERGY LTD<
NI631947,1, ,0001,0031,ARMAGH TIMBER PRODUCTS LIMITED<
NI631948,1, ,0001,0024,EAMONN ACCOUNTS LIMITED<
NI631949,1, ,0003,0023,VILLAGE CHURCH BELFAST<
NI631950,1, ,0002,0021,TOOME DENTAL LIMITED<
NI631951,1, ,0001,0028,BONUMCORPUS (NO. 7) LIMITED<
NI631952,1, ,0002,0020,PROMAC PROJECTS LTD<
NI631953,1, ,0003,0029,AURORA FUND MANAGERS LIMITED<
NI631954,1, ,0001,0020,FOYLE SOLUTIONS LTD<
NI631955,1, ,0002,0019,STF PARTITIONS LTD<
NI631956,1, ,0001,0020,TRC TRADE SALES LTD<
NI631957,1, ,0002,0025,PULSE ELECTRICAL LIMITED<
NI631958,1, ,0002,0032,O'CONNOR BURKE ARCHITECTURE LTD<
NI631959,1, ,0001,0028,FAIRDEAL FURNITURE (NI) LTD<
NI631960,1, ,0001,0011,RYBAK3 LTD<
NI631961,1, ,0001,0030,GM MORTGAGE SOLUTIONS LIMITED<
NI631962,1, ,0001,0026,MYCO IT SOLUTIONS LIMITED<
NI631963,1, ,0001,0023,BLACKTHORN HAULAGE LTD<
NI631964,1, ,0002,0011,BEDREV LTD<
NI631965,1, ,0001,0022,CHALK OUTLINE LIMITED<
NI631966,1, ,0001,0020,BAXTER INNS LIMITED<
NI631967,1, ,0001,0029,STRABANE MORTGAGE CENTRE LTD<
NI631968,1, ,0003,0032,QUAY MEADOWS MANAGEMENT LIMITED<
NI631969,1, ,0006,0019,IONAD UÍBH EACHACH
NI631970,1, ,0001,0017,BELLSIZE LIMITED<
NI631971,1, ,0001,0042,PROPERTY MARKETING SOLUTIONS (UK) LIMITED<
NI631972,1, ,0001,0023,T NIXON ASSOCIATES LTD<
NI631973,1, ,0001,0032,AGATHA BAGATHA CERAMICS LIMITED<
NI631974,1, ,0001,0026,SWEET SUGAR  CLOTHING LTD<
NI631975,1, ,0002,0026,URBAN PROPERTY UPSIDE LTD<
NI631976,1, ,0002,0022,ASHBURN IMAGE LIMITED<
NI631977,1, ,0003,0020,WBT ESTATES LIMITED<
NI631978,1, ,0002,0014,URBAN 209 LTD<
NI631979,1, ,0003,0040,ACTIVELY TRANSFORMING YOUTH & COMMUNITY<
NI631980,1, ,0003,0017,HAMILL FARMS LTD<
NI631981,1, ,0002,0026,LOCKHART SOFTWARE LIMITED<
NI631982,1, ,0001,0024,PARKANAUR CHILDCARE LTD<
NI631983,1, ,0001,0033,UK AMERICAN SPORTS STORE LIMITED<
NI631984,1, ,0002,0016,DUN LEISURE LTD<
NI631985,1, ,0002,0021,MK CREATIONS LIMITED<
NI631986,1, ,0001,0026,RED CORNER PROMOTIONS LTD<
NI631987,1, ,0002,0024,KILLEN DEVELOPMENTS LTD<
NI631988,1, ,0002,0022,KILLEN COMMERCIAL LTD<
NI631989,1, ,0001,0023,ULTRACLEAN BELFAST LTD<
NI631990,1, ,0003,0013,H2 GROUP LTD<
NI631991,1, ,0001,0013,QUEUETWO LTD<
NI631992,1, ,0001,0051,GOLDEN SANDS APARTMENTS MANAGEMENT COMPANY LIMITED<
NI631993,1, ,0005,0018,OUR BACK YARD CIC<
NI631994,1, ,0002,0045,GEOTECHNICAL ENVIRONMENTAL  SERVICES LIMITED<
NI631995,1, ,0001,0018,CITO SECURITY LTD<
NI631996,1, ,0001,0030,MAGHERABRACK CONSTRUCTION LTD<
NI631997,1, ,0001,0024,GREENCASTLE BELFAST LTD<
NI631998,1, ,0001,0029,MEADOW COURT (MEIGH) LIMITED<
NI631999,1, ,0001,0026,FEWS CONSTRUCTION LIMITED<
NI632000,1, ,0002,0018,SCHOMBURG LIMITED<
NI632001,1, ,0003,0016,DECORAH LIMITED<
NI632002,1, ,0002,0015,CEDONA LIMITED<
NI632003,1, ,0002,0019,SILVERCITY LIMITED<
NI632004,1, ,0001,0026,S GREEN RECYCLING LIMITED<
NI632005,1, ,0001,0025,INVISIBLE RED THREAD LTD<
NI632006,1, ,0001,0025,FUENTE SOLUTIONS LIMITED<
NI632007,1, ,0003,0019,NRG WEB DESIGN LTD<
NI632008,1, ,0001,0022,GASP VENTURES LIMITED<
NI632009,1, ,0005,0024,PROSPECT AWARDS LIMITED<
NI632010,1, ,0001,0031,C R MOORE WELDING SERVICES LTD<
NI632011,1, ,0002,0030,LITTLE EXPLORERS( NI) LIMITED<
NI632012,1, ,0001,0020,TOBERMORE FARMS LTD<
NI632013,1, ,0001,0024,HFMB PROPERTIES LIMITED<
NI632014,1, ,0002,0013,SM SHEDS LTD<
NI632015,1, ,0001,0026,WARKE ENTERPRISES LIMITED<
NI632016,1, ,0001,0026,CSN SAFE BUS (UK) LIMITED<
NI632017,1, ,0003,0025,CPC CONTRACTS (N.I.) LTD<
NI632018,1, ,0001,0044,RB4B RENEWABLE BIOMASS FOR BUSINESS LIMITED<
NI632019,1, ,0001,0021,NUGENT LOGISTICS LTD<
NI632020,1, ,0001,0039,RIGHT PRICE WHOLESALERS (N.I.) LIMITED<
NI632021,1, ,0001,0031,MEP BIM / REVIT DESIGN LIMITED<
NI632022,1, ,0001,0032,M.C.P PRECISION ENGINEERING LTD<
NI632023,1, ,0002,0029,DR AUTOMOTIVE (N.I.) LIMITED<
NI632024,1, ,0002,0025,CLONE PROPERTIES LIMITED<
NI632025,1, ,0001,0014,A C MEATS LTD<
NI632026,1, ,0001,0034,GP FEDERATION SUPPORT UNIT C.I.C.<
NI632027,1, ,0001,0018,JACC AGENCIES LTD<
NI632028,1, ,0001,0023,STARTUP GLOBAL LIMITED<
NI632029,1, ,0001,0027,MORTGAGE SERVICES (NI) LTD<
NI632030,1, ,0002,0032,DESIGN HOUSE PROPERTIES LIMITED<
NI632031,1, ,0002,0016,JUDIDEE LIMITED<
NI632032,1, ,0001,0021,CLEAN IT KIT LIMITED<
NI632033,1, ,0002,0034,PENINSULA HILL CONSULTING LIMITED<
NI632034,1, ,0001,0017,HIRE A COACH LTD<
NI632035,1, ,0001,0023,GSW INNOVATION LIMITED<
NI632036,1, ,0001,0038,BODY SENSE PHYSIOTHERAPY BELFAST LTD.<
NI632037,1, ,0004,0018,LIGHT ON LIFE CIC<
NI632038,1, ,0001,0010,MC.AU LTD<
NI632039,1, ,0002,0015,BKS TAVERN LTD<
NI632040,1, ,0001,0036,MARTURION BUSINESS SERVICES LIMITED<
NI632041,1, ,0001,0033,KR ANNETT HANDLING SOLUTIONS LTD<
NI632042,1, ,0003,0026,SUPERSTAR DEEJAYS LIMITED<
NI632043,1, ,0001,0013,CG JONES LTD<
NI632044,1, ,0002,0013,LR DOORS LTD<
NI632045,1, ,0002,0014,DON CROOB LTD<
NI632046,1, ,0002,0024,MCMURRAY SPORTS LIMITED<
NI632047,1, ,0002,0021,ARMAGH HOUSE LIMITED<
NI632048,1, ,0001,0021,SUNBURST TANNING LTD<
NI632049,1, ,0001,0017,WV WORKS LIMITED<
NI632050,1, ,0001,0018,UK4AFRICA LIMITED<
NI632051,1, ,0003,0018,DM RETAIL LIMITED<
NI632052,1, ,0001,0039,COLLINS PLASTERING CONTRACTORS LIMITED<
NI632053,1, ,0001,0017,UAFRICAD LIMITED<
NI632054,1, ,0001,0034,CHARLES DUKWE INVESTMENTS LIMITED<
NI632055,1, ,0001,0032,FALCON NETWORKING SOLUTIONS LTD<
NI632056,1, ,0001,0024,AVALON SPINE CENTRE LTD<
NI632057,1, ,0002,0027,KILBRONEY HARDWARE LIMITED<
NI632058,1, ,0002,0024,LESLIE & LESLIE LIMITED<
NI632059,1, ,0003,0028,GALLEN DEVELOPMENTS LIMITED<
NI632060,1, ,0001,0024,J CLARKE MARINE LIMITED<
NI632061,1, ,0001,0027,DP OCCUPATIONAL HEALTH LTD<
NI632062,1, ,0002,0025,CUTHBERT HEALTHCARE LTD.<
NI632063,1, ,0002,0031,DIRECT AUTO ACESSORIES LIMITED<
NI632064,1, ,0002,0015,CLINISHARE LTD<
NI632065,1, ,0001,0026,PJ CURRAN HAULAGE LIMITED<
NI632066,1, ,0001,0009,KX7 LTD.<
NI632067,1, ,0002,0016,JWE SYSTEMS LTD<
NI632068,1, ,0001,0011,LORKEN LTD<
NI632069,1, ,0003,0020,TORUS ENERGIES LTD.<
NI632070,1, ,0002,0025,CARRY PROPERTIES LIMITED<
NI632071,1, ,0003,0034,DERMOT MURPHY PHOTOGRAPHY LIMITED<
NI632072,1, ,0001,0024,DMS INTERIOR FITOUT LTD<
NI632073,1, ,0001,0026,CLARKE&CO ACCOUNTANTS LTD<
NI632074,1, ,0003,0030,FERGUSON HOUSE PROPERTIES LTD<
NI632075,1, ,0005,0030,ALFRED HOUSE HOLDINGS LIMITED<
